task_type,duration_min,rows_processed,null_rate_pct,schema_changed,upstream_failed,rows_delta_pct,hour_of_day,day_of_week,retry_count,queue_time_min,failed
extract,34.1,23868,0.05,0,0,4.2,17,0,0,2.4,0
dbt_model,37.0,8543,0.1,0,1,2.3,20,5,0,2.6,0
dbt_model,31.6,49779,0.22,0,0,-5.3,17,3,1,5.8,0
extract,44.4,26253,0.09,0,0,-8.6,11,1,2,3.1,1
dbt_model,29.5,425723,1.53,0,0,-15.4,13,4,1,0.2,1
dbt_model,32.0,62629,0.5,0,0,6.0,4,5,0,2.4,0
load,32.4,50465,1.03,0,0,-17.4,17,4,1,8.4,0
extract,44.6,153435,2.0,0,0,6.6,15,6,0,3.2,0
dbt_model,36.2,208687,9.54,0,0,-10.3,0,1,1,2.5,1
load,35.6,127232,0.15,0,0,-7.6,7,1,0,0.0,0
quality_check,21.3,351913,0.79,0,0,21.9,3,3,2,0.1,0
load,25.8,96171,0.75,0,0,17.2,23,2,1,2.2,0
dbt_model,42.6,47488,0.63,0,0,-17.9,1,2,0,2.0,0
quality_check,17.0,263728,1.1,1,0,-15.7,12,4,2,0.1,1
load,44.1,31400,0.79,0,0,14.0,7,0,0,0.0,1
dbt_model,36.8,38299,0.54,0,0,-25.8,22,3,2,3.3,0
dbt_model,30.3,570645,1.25,0,1,26.2,4,3,0,1.3,0
dbt_model,29.3,486542,0.39,0,0,2.4,22,0,0,3.8,0
dbt_model,49.3,35843,0.61,0,0,-10.4,4,4,0,0.9,0
dbt_model,43.7,17576,0.25,0,0,0.2,0,5,0,5.7,0
load,35.2,377406,0.29,0,0,24.5,10,6,0,1.1,0
load,35.7,130701,0.3,0,0,-38.4,11,6,1,5.4,0
dbt_model,27.3,60170,0.9,0,0,18.5,14,0,0,1.2,0
quality_check,32.6,21698,0.3,0,0,21.5,12,1,0,0.1,0
dbt_model,27.1,61741,0.33,0,0,-5.8,13,2,1,0.3,0
quality_check,31.5,35075,1.93,0,0,-1.3,7,4,0,4.2,0
dbt_model,46.7,12544,2.31,0,0,2.5,20,6,1,1.0,0
dbt_model,31.7,44643,0.33,0,0,13.2,13,1,0,7.1,0
extract,23.5,55529,1.03,0,0,-13.1,9,3,1,2.2,1
dbt_model,18.9,19917,1.11,0,0,-0.3,1,4,1,0.3,0
dbt_model,35.9,154217,0.04,0,0,-1.8,9,6,1,4.2,0
dbt_model,29.0,285538,0.05,0,0,12.2,10,4,0,0.7,0
dbt_model,37.2,171413,1.31,0,0,48.2,0,4,0,1.7,0
load,16.9,23341,0.17,0,0,-13.2,19,6,2,3.9,0
extract,40.6,121700,1.35,0,0,1.4,18,6,0,0.1,0
quality_check,22.9,41140,0.56,0,0,-13.7,5,6,0,0.7,0
load,29.2,5028,0.17,0,0,-8.8,14,5,0,3.9,0
extract,31.1,106549,2.43,0,0,-19.4,3,2,0,4.4,0
dbt_model,48.1,45881,0.52,0,0,-27.5,3,0,0,3.2,0
dbt_model,41.0,2302893,0.39,0,0,21.3,16,5,0,0.2,0
dbt_model,53.8,373858,1.04,0,0,6.4,4,5,0,9.9,0
quality_check,39.3,113305,1.45,0,0,1.7,22,4,2,3.2,0
dbt_model,45.8,54104,0.29,0,1,-15.7,4,0,0,0.1,1
dbt_model,30.8,47190,1.58,1,0,-1.3,15,6,0,8.0,1
dbt_model,32.6,7288,0.07,0,0,-20.8,9,5,0,2.5,0
quality_check,38.4,2247,0.98,0,0,-0.5,1,4,1,3.1,0
dbt_model,38.0,8990,0.88,0,0,6.0,0,2,0,2.1,0
dbt_model,36.9,33646,1.19,0,0,-9.8,3,0,2,4.0,0
load,23.4,1250,2.15,1,0,-13.6,18,4,0,1.1,1
quality_check,29.3,15200,2.46,0,0,-8.9,23,2,0,1.8,0
load,41.8,24436,8.05,0,0,14.7,7,0,0,0.4,0
quality_check,43.8,25727,1.71,0,1,3.6,6,0,2,0.7,0
dbt_model,25.1,12597,0.51,0,0,-28.9,22,0,0,2.1,0
quality_check,24.6,21027,1.99,0,0,13.0,9,1,2,1.7,0
dbt_model,28.9,572764,2.18,0,0,9.8,6,0,0,2.6,0
dbt_model,41.5,104760,2.18,0,0,3.4,13,0,1,0.5,0
dbt_model,22.3,14816,0.1,0,0,29.6,8,2,0,1.1,0
load,39.4,32553,3.14,0,0,0.4,7,0,0,3.9,0
dbt_model,37.1,34707,0.8,0,0,7.8,22,1,1,2.9,0
dbt_model,25.2,10628,1.41,0,0,8.4,17,2,1,0.4,0
dbt_model,44.2,10608,3.06,0,1,15.8,4,0,0,6.3,0
dbt_model,21.9,182926,1.31,0,0,-4.0,14,1,0,1.8,0
dbt_model,46.0,18552,0.62,0,1,-11.6,20,6,0,0.5,1
dbt_model,32.1,6301,1.24,0,0,17.5,11,2,0,0.3,0
dbt_model,13.5,33893,2.54,0,0,16.6,3,5,1,1.0,0
dbt_model,46.9,43862,0.51,0,0,22.9,11,3,0,2.0,0
dbt_model,35.5,1546,0.15,0,0,7.5,11,3,1,0.5,0
load,28.3,34023,0.29,0,0,-29.7,4,0,0,3.6,0
dbt_model,26.0,145621,3.27,0,0,3.0,20,5,1,2.4,0
extract,19.4,74754,0.45,0,0,0.6,0,1,0,2.6,0
dbt_model,60.2,1286804,0.41,1,0,22.1,3,2,0,3.8,1
dbt_model,27.4,268814,1.11,0,0,19.1,2,1,1,3.0,0
extract,24.9,368905,0.38,0,0,11.0,0,4,2,5.5,0
dbt_model,42.4,3204727,1.49,0,0,-37.3,6,4,1,3.6,0
extract,19.6,122155,1.57,0,0,-14.8,5,3,0,0.6,0
dbt_model,23.9,47141,1.96,1,0,-6.6,19,2,0,0.1,1
quality_check,43.9,172471,0.28,0,0,-6.1,6,0,2,1.2,0
load,34.9,14842,0.38,0,0,3.0,5,5,1,9.6,0
dbt_model,29.1,43143,1.32,0,0,26.6,9,4,1,2.4,0
load,30.6,12882,0.8,0,0,14.0,2,4,1,1.8,0
dbt_model,29.4,68649,0.65,0,0,-16.5,17,6,0,6.9,0
quality_check,29.9,12796,0.02,0,0,-14.9,19,0,2,2.8,0
dbt_model,23.5,12099,0.19,0,0,-16.5,1,1,0,0.9,0
quality_check,28.2,70372,0.71,0,0,-2.1,15,6,2,3.2,1
quality_check,26.4,29134,2.4,0,0,14.5,13,0,0,3.6,0
dbt_model,20.3,1662,2.72,0,0,17.4,23,2,0,0.7,0
dbt_model,37.6,3537,0.67,0,0,-6.8,17,5,1,16.5,0
dbt_model,36.0,5792,1.03,0,0,-0.5,21,3,0,0.6,0
quality_check,21.4,8841,1.15,0,0,30.1,19,1,2,1.5,0
load,22.6,70479,0.36,0,0,-26.7,14,2,1,0.8,0
load,31.4,51549,0.11,0,0,11.5,23,2,2,0.7,0
dbt_model,54.6,199675,0.44,0,1,9.5,14,1,0,1.8,1
dbt_model,25.1,121113,0.32,0,0,-5.3,19,0,2,1.8,0
extract,33.8,201802,0.98,0,0,-0.3,10,4,1,3.2,0
quality_check,34.7,96127,1.15,0,0,7.6,2,0,0,2.6,0
load,31.8,50791,0.59,0,0,-5.3,15,4,1,3.1,0
extract,31.2,210862,0.96,0,0,-11.5,4,4,0,3.9,0
dbt_model,45.2,158112,0.6,0,0,-12.8,12,6,0,4.2,0
load,37.4,66287,0.54,0,0,33.5,17,6,1,0.2,0
load,43.4,277538,0.47,0,0,-7.9,20,6,0,1.9,0
dbt_model,31.0,851,3.58,0,1,3.6,5,4,0,5.3,0
extract,39.5,22816,0.3,0,1,14.1,21,0,2,1.6,0
load,45.7,22264,0.63,0,0,-3.8,5,5,0,0.4,0
load,47.4,229645,1.27,0,0,0.6,18,6,1,3.2,0
dbt_model,57.5,448754,0.06,0,0,9.0,20,1,0,1.7,0
load,39.2,3567,0.43,0,0,-15.3,15,2,0,2.9,0
extract,30.1,347273,0.06,0,0,-27.7,11,0,0,0.1,0
dbt_model,36.6,5572,0.03,0,0,-13.2,14,2,0,0.1,0
extract,35.5,5849,0.25,0,0,31.1,9,2,1,1.5,0
load,48.9,24962,0.63,0,0,-10.4,2,6,0,1.3,1
quality_check,22.7,21826,1.66,0,0,2.4,11,1,0,1.7,0
load,32.9,3000,0.58,0,0,-23.9,0,1,0,0.8,0
dbt_model,27.9,102724,0.45,0,0,24.2,6,4,0,5.1,0
extract,38.7,107693,1.13,0,0,-5.4,23,5,2,0.8,1
extract,33.2,196116,2.92,0,0,-8.2,2,6,0,0.1,0
dbt_model,35.4,18150,0.24,0,0,-2.4,1,5,2,1.6,0
quality_check,19.4,34086,0.78,0,0,45.2,23,1,1,2.5,0
extract,39.3,34589,0.05,0,0,7.9,17,4,0,1.3,0
load,38.8,540793,2.28,0,0,-2.8,7,6,0,0.7,0
dbt_model,25.7,389,0.74,0,0,-51.9,2,5,1,0.2,0
dbt_model,47.1,7854,0.19,0,0,24.4,12,3,0,2.7,0
dbt_model,28.8,36638,0.49,0,0,-12.5,22,2,1,2.3,0
dbt_model,32.3,6393,0.72,0,0,-15.3,1,0,0,2.1,0
dbt_model,32.4,24021,0.4,0,0,-13.7,23,2,0,3.4,0
extract,33.7,29681,1.15,0,0,26.4,3,3,0,1.0,0
dbt_model,50.4,12678,1.49,0,0,-0.8,23,6,1,0.3,0
quality_check,33.0,40261,0.02,1,1,-27.4,2,3,1,2.2,1
load,28.9,99214,0.56,0,0,-3.7,6,4,1,0.2,0
dbt_model,48.4,24883,1.47,0,0,-15.0,1,5,0,4.2,0
load,28.2,17586,1.37,0,0,6.5,10,3,0,0.2,0
load,17.3,27855,1.03,0,0,-7.0,15,5,1,1.8,0
load,25.6,35885,1.83,0,0,-28.2,3,6,0,0.1,0
dbt_model,16.2,2242,0.46,0,1,-1.5,0,4,1,0.2,0
load,17.3,75999,2.38,0,0,-1.0,3,4,2,1.7,0
dbt_model,27.7,17648,0.08,0,0,-22.6,10,4,0,1.2,0
extract,35.1,273335,0.27,0,0,-35.3,12,6,0,0.7,0
dbt_model,44.5,93497,0.06,0,0,5.1,15,4,1,0.5,0
quality_check,41.2,236122,0.84,0,0,-5.1,22,0,1,2.6,0
extract,34.7,7204,1.45,0,0,-3.9,8,1,0,1.1,0
dbt_model,23.2,20045,0.57,0,0,13.4,14,1,0,2.6,1
quality_check,36.8,4974,0.34,0,0,-34.9,3,6,0,1.5,0
extract,42.8,11751,0.31,0,0,1.1,8,0,1,4.6,0
dbt_model,39.3,269242,1.12,0,1,11.9,5,1,1,6.9,1
dbt_model,40.2,392379,0.64,0,0,-3.3,4,4,0,0.0,1
dbt_model,17.7,5784,3.78,0,0,-25.5,3,4,0,0.4,0
dbt_model,40.5,17444,1.03,0,0,-11.9,1,0,2,6.9,0
load,48.1,32147,1.29,0,0,-8.1,7,5,1,3.9,0
extract,36.8,92685,0.07,0,0,-28.4,1,0,2,2.2,0
load,22.0,2173,4.29,0,0,6.7,8,0,0,0.1,0
quality_check,26.3,2793,0.48,0,0,0.1,1,5,0,7.2,0
load,29.8,79491,4.8,0,0,-11.6,9,3,0,4.4,0
load,23.6,1606,0.49,0,0,17.7,19,3,0,0.4,0
dbt_model,36.8,17767,1.96,0,0,-9.4,5,0,0,3.6,0
load,35.2,47067,0.01,0,0,26.6,1,1,0,4.3,0
dbt_model,42.4,70619,0.58,0,0,-4.8,5,1,0,10.0,0
load,35.2,28947,0.37,0,0,-17.2,10,2,0,2.5,0
load,23.4,20227,0.3,0,0,-16.6,15,4,0,3.9,0
dbt_model,30.1,140268,0.43,1,0,1.6,15,2,0,3.5,1
dbt_model,28.0,57315,0.42,0,0,-19.3,0,6,0,2.8,0
extract,28.8,12897,0.97,0,0,2.6,22,1,0,0.5,0
extract,48.5,38574,0.27,0,1,-7.2,10,2,1,6.8,0
dbt_model,50.9,67041,0.56,0,0,-7.6,7,0,0,9.0,0
quality_check,44.5,567604,0.23,0,1,-0.7,22,5,2,3.4,1
dbt_model,35.5,127786,0.35,0,0,18.1,4,4,1,0.1,0
dbt_model,23.4,253543,1.74,0,0,-9.8,18,3,2,1.6,0
dbt_model,32.5,13670,0.0,0,0,3.3,23,5,1,3.3,0
dbt_model,23.7,15698,2.89,0,0,8.0,7,5,2,2.3,0
dbt_model,46.3,24919,0.48,0,0,-21.8,10,2,1,1.4,0
load,17.4,28862,0.55,0,0,9.4,13,5,1,5.6,0
quality_check,32.9,7238,3.09,0,0,14.7,19,1,0,0.9,0
dbt_model,27.9,275266,0.77,0,0,17.4,23,4,1,5.9,0
load,34.6,149247,3.22,0,0,-20.0,13,3,0,0.3,0
dbt_model,37.4,22268,0.66,0,0,-18.7,17,2,0,1.0,0
load,43.2,101390,0.05,0,0,-1.0,20,4,0,2.6,0
dbt_model,32.3,51877,0.52,0,0,-2.0,14,4,2,4.0,0
extract,41.1,114889,0.74,0,0,0.3,18,6,0,3.6,0
dbt_model,22.5,4226,2.72,0,0,-6.4,13,4,0,1.0,0
extract,34.0,28765,1.96,0,0,3.3,13,2,1,0.2,0
extract,41.1,33095,0.06,0,0,-46.0,21,6,1,0.3,1
load,37.0,98501,0.77,1,0,11.8,8,6,1,0.8,0
quality_check,25.7,13286,2.34,0,0,26.5,4,3,1,4.6,0
dbt_model,22.8,665,1.82,0,0,-10.0,17,1,2,1.0,0
load,38.4,6433,0.13,0,0,3.6,13,6,2,0.1,0
extract,22.2,32936,1.38,0,0,30.3,13,4,0,0.5,0
dbt_model,23.9,40223,3.05,0,0,0.6,8,2,0,4.6,0
quality_check,42.3,537130,1.46,0,0,5.5,17,2,0,1.3,0
dbt_model,29.9,92262,2.53,0,0,33.2,11,5,0,1.0,0
quality_check,19.4,41375,1.94,0,0,36.7,15,4,0,10.0,0
load,44.3,34481,0.85,0,0,-19.1,0,4,0,2.3,0
extract,25.4,212499,0.55,0,0,-7.4,22,5,1,3.5,0
extract,28.8,14126,0.34,0,0,16.1,19,0,1,3.5,1
load,26.3,29014,0.2,0,0,8.9,11,2,1,0.2,0
dbt_model,26.5,6356,0.26,0,0,12.7,4,3,1,9.0,0
dbt_model,28.2,351600,1.99,0,0,-47.2,23,1,1,1.9,0
dbt_model,39.8,68050,0.47,0,0,-35.2,13,5,0,4.6,0
dbt_model,31.3,11707,1.75,0,0,32.1,11,1,0,1.8,0
quality_check,40.8,30238,1.74,0,0,13.9,22,4,1,8.5,1
dbt_model,28.2,82079,0.87,0,0,6.4,21,3,0,1.8,0
extract,50.7,24315,2.26,0,0,-22.4,6,3,0,0.2,0
dbt_model,13.6,15442,0.66,0,0,-7.5,16,0,1,1.5,0
quality_check,16.2,12748,1.61,0,0,10.3,7,5,1,3.7,0
extract,49.0,62463,3.05,0,0,-24.9,0,1,1,3.2,0
dbt_model,35.5,20478,0.99,0,0,-12.7,9,6,2,2.5,0
quality_check,34.1,17570,0.76,0,0,6.8,5,6,0,2.2,0
dbt_model,32.4,4282,3.85,0,1,10.6,13,1,2,1.7,1
extract,37.6,41118,3.16,0,0,-9.4,10,0,0,0.7,0
extract,34.4,27174,7.58,0,0,17.7,5,1,1,3.1,0
dbt_model,22.7,21706,0.75,0,0,17.1,10,2,0,0.2,0
dbt_model,40.2,49912,1.14,0,0,-32.3,17,6,1,1.5,0
load,40.3,120186,2.74,0,0,29.5,14,0,0,5.5,0
dbt_model,47.0,111580,0.15,0,0,21.0,15,1,0,1.2,0
load,49.7,87936,0.98,0,0,3.7,3,1,0,2.8,0
dbt_model,34.5,24709,1.38,0,0,-2.5,2,5,0,0.2,0
dbt_model,19.6,14658,1.07,0,0,14.2,15,4,2,0.5,1
extract,45.3,6834,0.84,0,0,9.6,12,3,0,0.4,0
dbt_model,21.4,14058,2.2,0,0,-4.9,15,5,0,1.9,0
dbt_model,35.3,37475,0.22,0,1,28.9,8,2,0,7.5,1
dbt_model,27.7,10321,0.39,0,0,-37.9,2,1,0,9.0,0
dbt_model,28.6,42348,2.1,0,0,-12.0,8,5,0,1.1,0
dbt_model,36.4,7748,0.47,1,0,8.1,15,6,1,0.1,1
extract,29.8,2546,2.22,0,0,-0.9,23,5,0,3.4,0
dbt_model,39.1,134732,0.01,0,0,12.6,13,0,0,0.5,0
load,23.6,16999,0.68,0,0,-25.1,9,1,0,2.4,0
dbt_model,28.3,9516,0.31,0,0,-4.6,8,6,1,1.4,0
dbt_model,22.3,6309,0.39,0,0,20.7,0,0,1,6.7,0
dbt_model,31.6,71457,3.12,0,0,-26.9,4,3,2,2.9,0
quality_check,35.0,327699,0.5,0,0,-4.3,8,5,0,1.5,0
dbt_model,47.7,19054,0.12,0,0,-9.6,14,6,0,0.5,0
load,29.3,25721,2.05,0,0,6.5,14,4,0,1.6,0
dbt_model,16.1,201714,2.52,0,0,7.1,7,6,2,1.5,0
extract,39.8,2004,0.65,0,0,1.7,12,0,1,0.0,0
dbt_model,41.8,844913,0.37,0,0,-5.2,5,2,0,4.7,0
dbt_model,37.9,1813121,0.05,0,0,1.1,1,0,2,4.9,0
load,20.8,478,1.97,0,0,-3.0,6,5,0,2.9,0
load,23.4,31069,1.45,0,0,-0.6,4,4,0,0.2,0
load,47.7,11495,1.02,1,0,26.2,12,6,1,0.8,1
dbt_model,32.0,23774,0.97,0,0,-21.6,18,4,2,4.9,0
dbt_model,15.4,18593,2.08,0,0,6.1,4,4,0,0.7,0
dbt_model,37.4,133094,0.23,0,0,-17.0,0,5,0,2.5,0
extract,42.8,30329,0.77,0,0,35.2,1,2,1,1.6,1
dbt_model,31.1,8455,1.59,0,0,1.6,5,6,1,0.7,0
dbt_model,23.6,27570,0.55,0,0,-22.8,3,6,0,3.4,0
extract,24.8,82756,2.15,0,0,-4.2,23,4,2,0.5,0
dbt_model,20.7,5464,0.76,0,0,-26.3,5,2,2,1.9,1
dbt_model,41.4,2607,0.89,1,0,-11.4,15,4,0,4.4,0
dbt_model,37.1,880626,1.14,0,0,11.1,16,6,1,3.4,0
load,15.3,12992,2.31,0,0,24.5,5,3,2,3.8,0
dbt_model,35.3,29150,0.08,0,0,19.5,3,5,0,3.3,0
load,32.4,19216,2.24,0,0,-1.9,4,3,1,0.6,0
dbt_model,29.7,87285,0.01,0,0,10.3,21,3,0,3.3,0
extract,28.0,619373,1.66,0,0,14.6,9,6,2,1.7,1
dbt_model,24.3,91848,0.09,0,0,40.5,0,2,0,0.8,1
quality_check,37.8,3199,2.75,0,0,-10.9,15,0,0,2.3,0
dbt_model,30.6,3965,1.89,0,0,27.2,10,5,0,5.9,0
dbt_model,35.4,19180,0.53,0,0,-19.7,4,3,0,0.1,0
dbt_model,33.7,23643,2.06,0,0,21.2,3,0,0,8.5,0
load,30.4,2309,0.54,1,0,-11.2,17,1,1,0.2,0
dbt_model,30.3,134718,2.68,0,0,-12.3,7,5,1,0.9,0
extract,27.4,6386,3.05,0,0,-5.1,1,5,0,1.0,0
dbt_model,46.9,396044,0.51,1,0,-14.0,18,3,1,3.3,0
load,50.0,668647,0.44,0,0,7.7,4,5,1,2.9,0
quality_check,20.6,24411,0.97,0,0,22.1,23,6,0,0.2,0
load,31.6,73302,0.12,0,0,-38.0,14,1,0,0.0,0
load,36.4,5058,3.3,0,0,-3.1,13,1,1,14.6,0
extract,50.9,98506,1.69,0,0,-19.6,16,5,0,0.9,0
dbt_model,46.9,16364,1.8,0,0,16.3,5,2,0,0.2,0
extract,22.1,6376,1.55,0,1,25.6,16,4,0,0.0,0
extract,42.9,22858,0.0,0,0,-3.1,4,3,0,10.0,0
load,31.5,17236,1.84,0,1,-12.7,6,6,1,7.0,1
load,40.7,21584,1.23,0,0,-29.1,13,0,0,0.3,0
extract,42.0,165957,3.25,1,0,35.1,9,5,0,5.1,0
quality_check,18.7,10337,1.24,0,0,23.7,21,6,1,7.4,0
dbt_model,42.0,583054,0.35,0,0,-35.6,0,5,0,0.6,0
extract,37.6,4358,1.84,0,0,11.8,2,6,0,5.0,0
load,36.5,481512,0.96,1,0,-20.0,0,0,1,6.5,0
load,27.2,7140,0.93,0,0,-9.2,21,6,0,1.8,0
dbt_model,18.1,36256,0.34,0,0,-22.5,9,6,1,1.2,0
quality_check,37.0,16575,3.03,0,0,-36.0,21,6,0,4.8,0
dbt_model,33.2,20952,0.58,0,0,-0.8,13,5,0,1.1,0
quality_check,26.2,130897,0.08,0,0,34.1,20,2,0,1.4,0
dbt_model,33.5,400201,0.27,0,1,-16.7,19,5,0,0.2,0
load,36.9,243979,0.19,0,0,16.0,2,0,1,1.2,1
extract,26.1,19000,0.06,0,0,18.9,23,5,1,0.3,0
dbt_model,32.8,48766,0.13,0,1,13.0,12,1,1,0.5,1
load,14.3,10390,0.42,0,1,35.9,14,5,0,2.1,1
dbt_model,41.6,7431,0.21,1,0,17.2,5,1,2,0.3,0
dbt_model,29.2,5801,0.63,0,0,32.5,19,4,1,13.3,0
quality_check,21.1,18031,3.36,0,0,-20.6,1,0,0,2.5,0
dbt_model,10.8,54142,1.75,0,0,13.4,3,0,0,3.6,0
dbt_model,36.2,1704,1.59,0,0,27.2,5,0,1,2.7,0
dbt_model,37.1,33719,0.11,0,0,-13.9,19,3,1,2.3,0
dbt_model,38.4,410708,0.72,0,0,-62.8,19,5,0,1.1,0
load,43.1,218612,1.2,1,0,-22.8,6,1,0,0.6,0
dbt_model,38.4,14238,0.91,0,0,-13.0,13,1,1,2.4,0
extract,30.1,3885,1.1,0,0,10.1,9,2,0,0.3,0
quality_check,31.2,75790,0.96,1,0,-10.2,13,1,0,2.6,0
load,22.0,890,1.4,0,0,0.1,0,1,0,0.2,0
extract,39.1,214538,3.45,0,0,-10.9,10,2,1,1.9,0
quality_check,44.2,25803,0.41,0,0,-2.3,11,4,0,4.2,0
dbt_model,36.4,680158,0.38,0,0,-1.2,0,4,0,0.6,0
quality_check,40.7,2291,0.27,0,0,-11.4,15,5,1,5.3,0
extract,38.2,157792,0.35,0,0,14.8,9,2,1,3.5,0
load,35.4,30920,0.53,0,0,24.8,6,6,0,5.9,0
dbt_model,53.0,21382,1.29,0,0,-20.7,18,5,0,0.6,0
load,43.3,4057,0.76,0,0,3.9,19,6,0,0.7,0
dbt_model,49.0,94201,2.55,0,0,-25.7,6,5,0,5.8,0
load,26.9,107132,0.38,0,0,-31.5,22,0,2,1.8,0
dbt_model,56.9,631721,1.59,0,0,18.7,0,1,0,1.4,0
extract,34.3,182203,1.02,0,0,36.1,13,5,0,1.7,1
load,28.5,14041,0.19,0,0,-5.9,17,1,0,0.0,0
quality_check,10.0,7286,1.43,0,0,33.0,5,6,1,6.8,0
dbt_model,31.4,4065,0.93,0,0,-11.7,8,1,0,2.4,0
dbt_model,26.6,383524,1.63,0,0,-4.2,16,5,1,7.2,1
dbt_model,33.8,10455,2.07,0,1,30.0,8,1,0,1.1,0
dbt_model,25.9,387847,0.33,0,0,-16.4,7,0,2,0.2,0
load,49.9,84129,1.49,0,0,16.5,15,1,0,1.0,0
load,38.1,61564,0.69,0,0,-6.3,3,6,2,0.3,0
dbt_model,51.9,22225,0.03,0,0,-13.0,13,3,1,0.1,0
load,24.9,104514,0.06,0,0,-9.2,6,3,0,0.8,0
dbt_model,46.1,35427,1.81,0,0,-39.0,7,4,1,0.7,0
quality_check,15.0,20115,1.76,0,0,22.7,10,4,2,0.4,0
quality_check,36.0,110592,0.1,0,0,4.1,17,5,0,0.9,0
dbt_model,26.2,28843,0.89,0,0,-2.7,5,1,0,1.2,0
dbt_model,26.0,10124,0.83,0,0,-12.5,16,0,0,1.2,0
dbt_model,29.3,94818,2.92,0,0,5.6,8,5,0,2.4,1
load,23.8,32781,1.36,0,0,15.9,21,2,1,4.8,1
dbt_model,22.3,79400,2.64,0,0,-4.9,9,6,0,2.6,0
dbt_model,27.0,17567,1.93,0,0,17.3,10,4,1,1.2,0
dbt_model,29.9,5246,0.51,0,0,5.0,18,5,0,2.5,0
dbt_model,47.5,583102,0.36,0,0,-1.7,1,5,0,2.5,0
dbt_model,39.2,431308,0.15,0,0,16.4,20,1,1,9.0,0
extract,45.2,149351,0.93,0,0,-9.1,7,1,0,2.5,0
extract,17.9,19526,0.07,1,0,-22.5,19,0,2,0.6,1
quality_check,27.5,22460,3.44,0,0,-1.0,8,1,0,2.0,0
extract,42.5,331613,1.71,0,0,0.6,4,6,0,11.8,0
dbt_model,34.3,20617,1.0,0,0,-4.0,2,0,2,3.3,0
quality_check,22.7,13199,0.31,0,1,21.4,19,6,0,1.3,0
quality_check,45.9,726196,2.52,0,0,9.0,0,2,0,13.3,0
dbt_model,27.3,33648,2.08,0,0,-2.1,15,5,1,0.3,0
dbt_model,30.2,615063,0.05,0,0,-0.1,14,6,0,1.3,0
load,32.7,3876,1.62,0,0,1.5,5,5,1,0.6,0
load,33.7,83207,0.44,0,0,9.5,18,2,0,3.6,0
dbt_model,33.3,998223,2.7,0,0,0.9,9,0,2,2.7,0
extract,27.3,38085,0.08,0,0,-2.8,19,3,0,18.2,0
extract,21.9,23803,0.33,0,0,-24.0,8,3,0,2.0,0
dbt_model,25.4,5606,4.09,0,0,-12.8,18,1,0,1.4,0
extract,45.1,205201,0.54,1,0,5.0,10,0,0,0.0,0
load,32.3,10591,0.43,0,0,3.4,11,3,0,9.3,0
dbt_model,40.6,31204,0.01,0,0,-26.7,20,2,0,0.1,0
dbt_model,33.5,5038,1.22,0,0,-10.1,2,1,0,0.8,0
load,31.1,438463,0.11,0,0,-16.7,9,1,0,4.4,0
quality_check,20.6,230456,1.18,0,0,24.6,1,3,2,5.3,0
dbt_model,23.8,34525,0.54,0,0,4.5,1,3,2,3.1,0
dbt_model,23.0,5729,0.67,0,0,7.7,3,3,0,0.2,1
dbt_model,29.8,423984,0.56,0,0,-1.2,17,4,0,2.0,0
dbt_model,40.1,20221,0.68,0,0,-11.3,18,4,1,5.4,0
load,37.9,6196,1.56,0,0,-8.0,18,5,0,2.3,0
load,47.2,2165,0.85,0,0,8.9,23,6,1,0.1,0
load,23.6,12919,3.23,0,0,-4.7,13,0,0,3.4,0
extract,42.6,3542,2.74,0,0,9.1,4,2,0,0.6,0
dbt_model,44.8,13406,2.81,0,0,2.6,11,6,1,0.0,0
dbt_model,32.2,119497,4.04,0,0,5.3,13,6,1,0.0,0
extract,35.5,19917,0.09,0,0,6.2,18,1,0,0.7,0
dbt_model,44.4,64158,2.17,0,0,-9.5,11,1,0,0.4,0
extract,29.7,11414,0.17,0,0,-5.6,0,6,0,10.7,0
load,31.2,40306,0.41,0,0,16.4,20,1,2,0.5,0
extract,31.9,785001,0.19,0,0,32.9,14,3,2,1.0,0
extract,10.0,20794,0.44,0,0,16.5,2,6,0,5.3,0
dbt_model,33.9,67177,0.2,1,0,-50.2,22,0,1,1.9,1
extract,21.5,2966,1.79,0,0,-13.6,10,6,2,0.1,0
dbt_model,26.8,413399,2.38,0,0,2.1,19,5,2,1.2,0
dbt_model,34.7,16923,2.58,0,0,-19.8,17,6,0,0.3,1
load,22.1,195019,1.04,1,0,-20.6,6,0,0,0.5,0
dbt_model,39.2,29819,1.4,0,0,-7.5,21,1,0,3.4,0
dbt_model,38.3,96618,1.35,0,0,6.2,22,4,0,1.1,0
dbt_model,30.5,106257,1.2,0,0,11.1,22,2,0,5.6,0
dbt_model,30.4,17607,0.25,0,0,-6.6,4,5,1,3.8,0
quality_check,24.6,208365,1.52,0,0,-8.0,3,0,1,1.5,0
dbt_model,36.9,10781,0.02,0,0,-15.2,13,3,0,1.7,0
dbt_model,36.1,126082,2.82,0,0,9.1,5,1,1,0.9,1
quality_check,33.5,19451,0.05,0,0,7.9,14,4,2,4.6,0
load,37.7,63531,2.36,1,0,16.3,16,4,0,6.3,0
dbt_model,25.2,17340,2.37,0,0,2.3,0,4,2,5.6,0
dbt_model,18.7,39338,2.57,0,0,-23.6,18,4,0,4.7,0
load,37.9,6506,2.46,0,1,-6.3,3,0,0,2.2,1
dbt_model,39.1,53965,0.93,0,0,15.4,13,1,0,0.2,0
